review_id,product_category,product_name,user_id,review_title,review_text,rating,verified_purchase,helpful_votes,sentiment
1291,Beauty,Lipstick,U2927,Okay,Really disappointed with the Lipstick.,2,Yes,,Negative
1017,,Cookbook,U9963,Loved it,Decent Cookbook for the price point.,4,Yes,12,Positive
507,Electronics,Bluetooth Speaker,U7372,Not good,I use this Bluetooth Speaker every day and it’s fantastic.,5,No,16,Positive
1248,Electronics,Wireless Headphones,U7380,Not good,"Not worth the money, poor quality Wireless Headphones.",3,Yes,32,Neutral
685,Beauty,Face Cream,U1208,Not good,,1,Yes,50,Negative
539,Books,Cookbook,U4445,Okay,The Cookbook stopped working after a week.,1,No,25,Negative
1188,Books,Fiction Novel,U1571,Not good,"The Fiction Novel works okay, but could be better.",1,Yes,16,Negative
1280,Home & Kitchen,Coffee Maker,U4792,Okay,Decent Coffee Maker for the price point.,2,No,47,Negative
680,Home & Kitchen,Blender,U7030,Loved it,Exceeded my expectations! Great Blender.,2,Yes,47,Negative
,Electronics,Laptop,U8605,Terrible,Really disappointed with the Laptop.,5,No,14,Positive
897,Books,Self-help Book,U2187,Great!,Really disappointed with the Self-help Book.,2,No,3,Negative
733,Books,Biography,U5705,Great!,The Biography stopped working after a week.,2,Yes,32,Negative
284,Home & Kitchen,Blender,U9014,Not good,"The Blender works okay, but could be better.",2,No,30,Negative
539,Books,Cookbook,U4445,Okay,The Cookbook stopped working after a week.,1,No,25,
509,Electronics,Laptop,U9626,Loved it,I use this Laptop every day and it’s fantastic.,1,Yes,9,Negative
621,Beauty,Lipstick,U2453,Okay,"The Lipstick works okay, but could be better.",1,Yes,1,
1412,Electronics,Laptop,U4261,Great!,"Not worth the money, poor quality Laptop.",2,Yes,20,Negative
269,Beauty,Perfume,U8043,Terrible,Really disappointed with the Perfume.,1,Yes,7,Negative
342,Fashion,Sneakers,U3695,Great!,,3,Yes,7,Neutral
1181,Electronics,Bluetooth Speaker,U7535,Okay,The Bluetooth Speaker stopped working after a week.,3,No,17,Neutral
285,Fashion,Jacket,U8248,Great!,"Not worth the money, poor quality Jacket.",1,No,41,Negative
461,Beauty,Hair Dryer,U3071,Okay,Decent Hair Dryer for the price point.,4,No,30,Positive
1453,Fashion,,U7605,Loved it,Exceeded my expectations! Great Jacket.,2,Yes,15,Negative
39,Electronics,Smartphone,U5638,Loved it,"Not worth the money, poor quality Smartphone.",2,No,41,Negative
855,Home & Kitchen,Blender,U8952,Loved it,Exceeded my expectations! Great Blender.,4,No,17,Positive
42,Beauty,Hair Dryer,U8488,Loved it,Exceeded my expectations! Great Hair Dryer.,4,No,39,Positive
1265,,Wireless Headphones,U4359,Okay,The Wireless Headphones stopped working after a week.,2,Yes,46,Negative
505,Beauty,Lipstick,U6638,Terrible,Decent Lipstick for the price point.,,No,19,Positive
148,Books,Biography,U5965,Great!,"The Biography is amazing, I love it!",5,No,33,Positive
1493,Fashion,Jacket,U7233,Loved it,Decent Jacket for the price point.,2,No,,Negative
1293,Electronics,Wireless Headphones,U2432,Terrible,Decent Wireless Headphones for the price point.,3,Yes,5,Neutral
300,Beauty,Face Cream,U7026,Okay,Really disappointed with the Face Cream.,4,Yes,46,Positive
622,Home & Kitchen,Air Fryer,U9119,Not good,Exceeded my expectations! Great Air Fryer.,2,No,1,Negative
586,Electronics,Smartwatch,U5991,,"The Smartwatch is amazing, I love it!",,No,9,Neutral
1009,Beauty,Perfume,U6854,Great!,,4,No,47,Positive
647,Beauty,Shampoo,U6965,Okay,Decent Shampoo for the price point.,5,Yes,45,
890,Books,Fiction Novel,U4771,Not good,Decent Fiction Novel for the price point.,4,,40,Positive
599,Beauty,Face Cream,U9230,Okay,"The Face Cream is amazing, I love it!",1,Yes,32,Negative
397,Beauty,Shampoo,U9871,Okay,"Not worth the money, poor quality Shampoo.",5,Yes,49,Positive
970,Beauty,Perfume,U7803,Okay,The Perfume stopped working after a week.,3,Yes,13,Neutral
1374,Books,Children's Story,U9058,Not good,Exceeded my expectations! Great Children's Story.,5,Yes,47,Positive
10,Home & Kitchen,Blender,U7687,Loved it,The Blender stopped working after a week.,3,,17,Neutral
82,Beauty,,U8410,Great!,Really disappointed with the Hair Dryer.,3,Yes,7,Neutral
456,Books,Biography,U9370,Loved it,"Not worth the money, poor quality Biography.",4,No,48,Positive
364,Home & Kitchen,Air Fryer,U3468,Loved it,Decent Air Fryer for the price point.,3,No,46,Neutral
1002,Beauty,Face Cream,U2874,Great!,"The Face Cream is amazing, I love it!",2,No,38,Negative
425,Fashion,Handbag,U8152,Okay,Decent Handbag for the price point.,2,Yes,9,Negative
1465,Beauty,Hair Dryer,U3536,Loved it,Decent Hair Dryer for the price point.,5,Yes,45,
1327,Books,Self-help Book,U5955,Loved it,I use this Self-help Book every day and it’s fantastic.,4,Yes,13,Positive
1272,Fashion,Jacket,U9306,Loved it,Really disappointed with the Jacket.,3,Yes,48,Neutral
788,Electronics,Laptop,U8062,Okay,"Not worth the money, poor quality Laptop.",3,Yes,23,Neutral
1234,Fashion,Handbag,U1622,Great!,The Handbag stopped working after a week.,2,Yes,1,Negative
943,Electronics,Smartwatch,U2999,Terrible,Exceeded my expectations! Great Smartwatch.,2,Yes,18,Negative
194,Electronics,Bluetooth Speaker,U6908,Terrible,Really disappointed with the Bluetooth Speaker.,5,No,39,
280,Fashion,Jacket,U7468,Not good,Exceeded my expectations! Great Jacket.,3,No,36,Neutral
,Home & Kitchen,Vacuum Cleaner,U2278,Loved it,"Not worth the money, poor quality Vacuum Cleaner.",,No,37,Neutral
121,Home & Kitchen,Air Fryer,U5744,Loved it,Decent Air Fryer for the price point.,3,Yes,42,Neutral
225,Beauty,Hair Dryer,U8849,Okay,"The Hair Dryer works okay, but could be better.",4,Yes,35,Positive
308,,Hair Dryer,,Great!,Decent Hair Dryer for the price point.,3,Yes,24,Neutral
803,Electronics,Laptop,U6803,Not good,"The Laptop works okay, but could be better.",4,No,18,Positive
769,Fashion,Handbag,U4906,Not good,,2,No,50,Negative
717,Home & Kitchen,Microwave Oven,U2645,Great!,I use this Microwave Oven every day and it’s fantastic.,1,Yes,,Negative
,Books,Fiction Novel,U8625,Not good,"The Fiction Novel works okay, but could be better.",1,Yes,26,Negative
1384,Fashion,T-shirt,U2973,Not good,The T-shirt stopped working after a week.,5,No,22,Positive
1223,Home & Kitchen,Microwave Oven,U1432,Not good,Exceeded my expectations! Great Microwave Oven.,2,No,17,Negative
1399,Fashion,T-shirt,,Okay,"The T-shirt works okay, but could be better.",5,No,22,Positive
708,Electronics,Laptop,U2443,Great!,Really disappointed with the Laptop.,3,No,14,Neutral
268,Beauty,Lipstick,U9608,Okay,"The Lipstick works okay, but could be better.",5,No,44,Positive
387,Home & Kitchen,Blender,U7811,Okay,Decent Blender for the price point.,1,Yes,,Negative
1280,Home & Kitchen,Coffee Maker,U4792,Okay,Decent Coffee Maker for the price point.,2,No,47,Negative
30,Books,Self-help Book,U2449,Terrible,The Self-help Book stopped working after a week.,5,Yes,41,Positive
692,Beauty,Face Cream,U6666,Loved it,I use this Face Cream every day and it’s fantastic.,1,Yes,0,
87,Electronics,Smartphone,U2084,Loved it,"The Smartphone works okay, but could be better.",4,Yes,,Positive
896,Books,Cookbook,U6248,Terrible,"The Cookbook is amazing, I love it!",2,No,36,Negative
540,Fashion,Sneakers,U4081,Okay,I use this Sneakers every day and it’s fantastic.,3,No,0,Neutral
386,Beauty,Perfume,U9823,Loved it,"The Perfume is amazing, I love it!",1,Yes,45,
685,Beauty,Face Cream,U1208,Not good,"The Face Cream works okay, but could be better.",1,Yes,50,Negative
395,Home & Kitchen,Coffee Maker,U9603,Loved it,Exceeded my expectations! Great Coffee Maker.,2,No,,Negative
562,Electronics,Bluetooth Speaker,U9433,Great!,Exceeded my expectations! Great Bluetooth Speaker.,5,No,35,Positive
1201,Books,Self-help Book,U1374,Okay,The Self-help Book stopped working after a week.,4,Yes,0,Positive
312,Books,Biography,U7043,Okay,"The Biography works okay, but could be better.",3,No,1,Neutral
272,Electronics,Smartphone,U5039,Okay,Really disappointed with the Smartphone.,1,No,36,Negative
484,Fashion,T-shirt,U4012,Okay,Exceeded my expectations! Great T-shirt.,4,No,15,Positive
,Home & Kitchen,Vacuum Cleaner,U2535,Not good,Exceeded my expectations! Great Vacuum Cleaner.,2,Yes,41,Negative
658,Electronics,Bluetooth Speaker,U3340,Loved it,"Not worth the money, poor quality Bluetooth Speaker.",3,Yes,49,Neutral
876,Home & Kitchen,Microwave Oven,U9509,Loved it,"The Microwave Oven is amazing, I love it!",4,Yes,37,Positive
573,Books,Children's Story,U4327,Great!,"The Children's Story is amazing, I love it!",3,No,14,Neutral
,Books,Fiction Novel,U5501,Not good,Really disappointed with the Fiction Novel.,5,No,42,
1337,Books,Children's Story,U9294,Not good,Exceeded my expectations! Great Children's Story.,2,No,,Negative
217,Books,Biography,U3363,Terrible,Exceeded my expectations! Great Biography.,3,No,0,Neutral
1159,Fashion,Jeans,U1168,Loved it,Exceeded my expectations! Great Jeans.,4,Yes,16,Positive
1054,Beauty,Face Cream,U5772,Okay,Exceeded my expectations! Great Face Cream.,4,No,33,Positive
1490,Books,Fiction Novel,U9119,Great!,"The Fiction Novel works okay, but could be better.",3,Yes,34,Neutral
848,Beauty,Shampoo,U1068,Terrible,The Shampoo stopped working after a week.,4,No,10,Positive
1500,,Lipstick,U4663,Loved it,Decent Lipstick for the price point.,,No,34,Negative
1044,Fashion,T-shirt,,Great!,Exceeded my expectations! Great T-shirt.,5,No,34,Positive
1325,Books,Children's Story,U8679,Great!,"The Children's Story works okay, but could be better.",5,Yes,15,Positive
1026,Beauty,Perfume,U1119,Loved it,I use this Perfume every day and it’s fantastic.,3,Yes,27,Neutral
186,Books,Fiction Novel,U9921,Great!,"The Fiction Novel works okay, but could be better.",1,No,14,Negative
1256,Beauty,Hair Dryer,U1265,Loved it,Decent Hair Dryer for the price point.,4,Yes,13,Positive
785,Fashion,T-shirt,U4895,Okay,Exceeded my expectations! Great T-shirt.,2,Yes,14,Negative
410,Beauty,Perfume,U6490,Loved it,"Not worth the money, poor quality Perfume.",1,Yes,8,Negative
354,Fashion,Jeans,U3986,Loved it,I use this Jeans every day and it’s fantastic.,2,Yes,10,Negative
1047,Books,Fiction Novel,U3845,Okay,,1,No,11,
,Books,Fiction Novel,U4723,Okay,"The Fiction Novel is amazing, I love it!",1,Yes,14,Negative
320,Home & Kitchen,Air Fryer,U8610,Loved it,Exceeded my expectations! Great Air Fryer.,1,No,16,Negative
651,Fashion,Sneakers,U3216,Terrible,"The Sneakers works okay, but could be better.",,No,6,Positive
641,Beauty,Lipstick,U7263,Okay,Exceeded my expectations! Great Lipstick.,5,No,48,Positive
825,Electronics,Bluetooth Speaker,U2880,,"The Bluetooth Speaker is amazing, I love it!",1,No,33,Negative
1063,Electronics,Smartwatch,U9247,Terrible,,1,Yes,3,Negative
737,Books,Fiction Novel,U1273,Loved it,I use this Fiction Novel every day and it’s fantastic.,5,No,43,Positive
15,Home & Kitchen,Coffee Maker,U9192,Terrible,"The Coffee Maker works okay, but could be better.",2,Yes,7,Negative
231,Beauty,Hair Dryer,U8862,Loved it,"The Hair Dryer works okay, but could be better.",2,No,42,Negative
497,Electronics,Smartwatch,U3421,Okay,Decent Smartwatch for the price point.,1,,36,Negative
534,Home & Kitchen,Microwave Oven,U1989,Loved it,Really disappointed with the Microwave Oven.,5,Yes,50,Positive
1442,Home & Kitchen,Vacuum Cleaner,,Okay,Really disappointed with the Vacuum Cleaner.,1,No,47,Negative
1070,Books,Fiction Novel,U9947,Great!,I use this Fiction Novel every day and it’s fantastic.,1,Yes,26,Negative
626,Fashion,Jeans,U7371,Not good,"The Jeans is amazing, I love it!",3,Yes,36,
430,,Perfume,U7034,Great!,Really disappointed with the Perfume.,5,Yes,15,Positive
488,Home & Kitchen,Coffee Maker,U2315,Okay,"The Coffee Maker works okay, but could be better.",3,Yes,5,Neutral
985,Home & Kitchen,Microwave Oven,U2037,Okay,Exceeded my expectations! Great Microwave Oven.,,No,32,Positive
46,Beauty,Shampoo,U2804,Great!,Decent Shampoo for the price point.,2,No,36,Negative
799,Fashion,,U6188,Loved it,Exceeded my expectations! Great T-shirt.,4,Yes,7,Positive
485,Home & Kitchen,Microwave Oven,U5728,Loved it,Decent Microwave Oven for the price point.,4,Yes,26,Positive
131,Beauty,Lipstick,U9236,Not good,Decent Lipstick for the price point.,5,No,13,Positive
1337,Books,,U9294,Not good,Exceeded my expectations! Great Children's Story.,2,No,50,Negative
1028,Books,Cookbook,U9069,Okay,Exceeded my expectations! Great Cookbook.,5,No,34,Positive
569,Fashion,Jacket,U8811,Not good,"The Jacket works okay, but could be better.",4,No,45,Positive
,Home & Kitchen,,U1959,Loved it,"Not worth the money, poor quality Vacuum Cleaner.",2,Yes,37,Negative
5,Books,Cookbook,U9882,Loved it,Decent Cookbook for the price point.,5,Yes,14,Positive
32,,Fiction Novel,U5585,Terrible,"The Fiction Novel works okay, but could be better.",2,Yes,23,
1345,Fashion,,U5312,Not good,,2,Yes,20,Negative
122,Books,Fiction Novel,U7868,Great!,"The Fiction Novel works okay, but could be better.",3,Yes,43,Neutral
1435,Electronics,Smartphone,U3541,Not good,"Not worth the money, poor quality Smartphone.",1,Yes,19,Negative
617,Beauty,Lipstick,U7831,Loved it,"The Lipstick works okay, but could be better.",5,Yes,31,Positive
955,Electronics,Laptop,U2519,Terrible,Exceeded my expectations! Great Laptop.,4,No,15,
,Beauty,Hair Dryer,U9456,Okay,The Hair Dryer stopped working after a week.,2,Yes,47,Negative
,Electronics,Smartphone,U9693,Okay,"Not worth the money, poor quality Smartphone.",4,No,48,Positive
1293,Electronics,Wireless Headphones,U2432,Terrible,Decent Wireless Headphones for the price point.,3,,5,Neutral
208,Electronics,Bluetooth Speaker,U8322,Okay,Exceeded my expectations! Great Bluetooth Speaker.,4,Yes,20,Positive
733,Books,Biography,U5705,Great!,The Biography stopped working after a week.,2,Yes,32,Negative
1119,Beauty,Hair Dryer,U8459,Great!,I use this Hair Dryer every day and it’s fantastic.,1,No,19,Negative
772,Electronics,Wireless Headphones,,Loved it,Decent Wireless Headphones for the price point.,3,Yes,50,Neutral
80,Fashion,T-shirt,U9460,Okay,I use this T-shirt every day and it’s fantastic.,2,Yes,37,Negative
,Home & Kitchen,Air Fryer,U7028,Terrible,"Not worth the money, poor quality Air Fryer.",1,No,38,Negative
1327,Books,Self-help Book,U5955,Loved it,I use this Self-help Book every day and it’s fantastic.,4,Yes,13,Positive
411,Home & Kitchen,Microwave Oven,U7883,,Exceeded my expectations! Great Microwave Oven.,2,No,,Negative
1146,Beauty,Hair Dryer,U3047,Not good,"Not worth the money, poor quality Hair Dryer.",3,No,37,Neutral
,Books,Cookbook,U6034,Great!,Exceeded my expectations! Great Cookbook.,2,Yes,25,Negative
,Home & Kitchen,Air Fryer,U8833,Not good,Decent Air Fryer for the price point.,1,Yes,42,Negative
177,,Wireless Headphones,U9305,Okay,I use this Wireless Headphones every day and it’s fantastic.,3,No,35,Neutral
877,Fashion,T-shirt,U2389,Terrible,Decent T-shirt for the price point.,,,23,Negative
960,Home & Kitchen,Vacuum Cleaner,U1400,Okay,"Not worth the money, poor quality Vacuum Cleaner.",2,No,22,Negative
510,Home & Kitchen,Coffee Maker,U9641,Terrible,Really disappointed with the Coffee Maker.,5,No,20,Positive
1109,Home & Kitchen,Coffee Maker,U6123,Great!,,3,Yes,7,Neutral
372,Beauty,Perfume,U8689,Loved it,"The Perfume is amazing, I love it!",,No,17,Negative
1284,Books,Self-help Book,U3897,Okay,"Not worth the money, poor quality Self-help Book.",4,Yes,27,Positive
729,Home & Kitchen,Blender,U3235,Great!,,3,No,15,Neutral
63,Books,Self-help Book,U3966,Not good,"The Self-help Book is amazing, I love it!",5,No,30,Positive
161,Electronics,Bluetooth Speaker,U8726,Terrible,Decent Bluetooth Speaker for the price point.,2,No,1,Negative
678,Home & Kitchen,Air Fryer,U1317,Loved it,Exceeded my expectations! Great Air Fryer.,2,No,32,
792,Electronics,Smartwatch,U6369,Terrible,Really disappointed with the Smartwatch.,4,No,4,Positive
,Home & Kitchen,Microwave Oven,U1042,Okay,"The Microwave Oven is amazing, I love it!",4,Yes,23,Positive
568,Home & Kitchen,Vacuum Cleaner,U8355,,I use this Vacuum Cleaner every day and it’s fantastic.,,No,1,Positive
446,Home & Kitchen,Microwave Oven,U3525,Loved it,Really disappointed with the Microwave Oven.,5,No,0,Positive
130,Home & Kitchen,Vacuum Cleaner,U5277,Loved it,Decent Vacuum Cleaner for the price point.,5,,6,Positive
1363,Electronics,Wireless Headphones,U1945,Terrible,Decent Wireless Headphones for the price point.,3,Yes,1,Neutral
1468,Electronics,Wireless Headphones,U3710,Great!,"Not worth the money, poor quality Wireless Headphones.",2,Yes,7,Negative
1270,Home & Kitchen,Microwave Oven,U5446,Not good,The Microwave Oven stopped working after a week.,1,Yes,45,Negative
326,Fashion,Jacket,U1235,Okay,Decent Jacket for the price point.,3,No,18,Neutral
797,Electronics,Smartphone,U2755,Not good,The Smartphone stopped working after a week.,4,Yes,3,Positive
367,Fashion,Sneakers,U4951,Not good,Really disappointed with the Sneakers.,2,Yes,29,Negative
,Home & Kitchen,Blender,U6095,Loved it,The Blender stopped working after a week.,2,No,17,Negative
1244,Beauty,Face Cream,U5816,Terrible,Exceeded my expectations! Great Face Cream.,2,No,19,Negative
313,Fashion,Handbag,U3240,Not good,I use this Handbag every day and it’s fantastic.,2,No,19,Negative
726,Beauty,Lipstick,U1534,Not good,Really disappointed with the Lipstick.,3,No,20,Neutral
1146,Beauty,Hair Dryer,U3047,Not good,"Not worth the money, poor quality Hair Dryer.",3,No,37,Neutral
296,Fashion,T-shirt,U6627,Loved it,"Not worth the money, poor quality T-shirt.",1,No,28,Negative
490,Fashion,T-shirt,,Great!,The T-shirt stopped working after a week.,5,Yes,13,Positive
593,Books,Self-help Book,U3916,Terrible,"The Self-help Book works okay, but could be better.",4,Yes,25,Positive
1364,Books,Biography,U8128,Terrible,I use this Biography every day and it’s fantastic.,5,Yes,,Positive
579,Home & Kitchen,Blender,U1473,Great!,Exceeded my expectations! Great Blender.,,No,7,Neutral
1272,Fashion,Jacket,U9306,Loved it,Really disappointed with the Jacket.,3,Yes,48,Neutral
502,Home & Kitchen,Air Fryer,U4195,Great!,Decent Air Fryer for the price point.,1,,41,Negative
330,Fashion,T-shirt,U8516,Okay,Decent T-shirt for the price point.,2,No,47,Negative
1150,Books,Self-help Book,U3697,Great!,Exceeded my expectations! Great Self-help Book.,3,Yes,20,Neutral
320,Home & Kitchen,,U8610,Loved it,Exceeded my expectations! Great Air Fryer.,1,No,16,Negative
1455,Home & Kitchen,Vacuum Cleaner,U4294,Great!,I use this Vacuum Cleaner every day and it’s fantastic.,2,Yes,20,Negative
861,Home & Kitchen,Microwave Oven,U3548,Loved it,"Not worth the money, poor quality Microwave Oven.",4,Yes,5,Positive
805,Electronics,Laptop,U3550,Terrible,"The Laptop works okay, but could be better.",,Yes,18,Negative
1210,Beauty,Lipstick,U4527,Not good,"The Lipstick works okay, but could be better.",3,Yes,0,Neutral
252,Fashion,T-shirt,U4071,Loved it,"The T-shirt is amazing, I love it!",4,No,31,Positive
15,Home & Kitchen,Coffee Maker,U9192,Terrible,,2,Yes,7,Negative
,Beauty,Face Cream,U7132,Loved it,The Face Cream stopped working after a week.,2,No,17,Negative
456,Books,Biography,U9370,Loved it,"Not worth the money, poor quality Biography.",4,No,48,Positive
1177,Beauty,Shampoo,U5957,Not good,Exceeded my expectations! Great Shampoo.,1,No,44,Negative
996,Beauty,Shampoo,U9029,Terrible,I use this Shampoo every day and it’s fantastic.,4,No,14,Positive
641,Beauty,Lipstick,U7263,Okay,Exceeded my expectations! Great Lipstick.,5,No,48,Positive
249,Home & Kitchen,Microwave Oven,U4297,Terrible,"The Microwave Oven is amazing, I love it!",1,Yes,41,Negative
764,Electronics,Smartwatch,U1582,Loved it,"The Smartwatch is amazing, I love it!",2,Yes,8,Negative
869,Books,,U2510,Great!,The Fiction Novel stopped working after a week.,5,No,21,Positive
1446,Books,Self-help Book,U8867,Terrible,I use this Self-help Book every day and it’s fantastic.,1,No,2,Negative
940,Beauty,Lipstick,U4948,Okay,"The Lipstick is amazing, I love it!",4,No,,Positive
1412,Electronics,Laptop,U4261,Great!,"Not worth the money, poor quality Laptop.",,Yes,20,Negative
472,Beauty,Perfume,U5749,Loved it,I use this Perfume every day and it’s fantastic.,5,Yes,21,Positive
1114,,T-shirt,U1687,Loved it,I use this T-shirt every day and it’s fantastic.,5,Yes,17,Positive
951,Fashion,Handbag,U1989,Loved it,Really disappointed with the Handbag.,2,Yes,13,Negative
800,Fashion,Handbag,,Loved it,"The Handbag is amazing, I love it!",4,Yes,21,Positive
1292,Fashion,Jeans,U3780,Not good,"Not worth the money, poor quality Jeans.",2,Yes,46,Negative
1463,,Children's Story,U7243,Okay,Really disappointed with the Children's Story.,2,No,30,Negative
1373,Home & Kitchen,Air Fryer,U6810,Not good,"Not worth the money, poor quality Air Fryer.",2,No,43,Negative
345,Books,Cookbook,U1862,Not good,"The Cookbook works okay, but could be better.",3,No,18,Neutral
1481,Books,Children's Story,,Terrible,Really disappointed with the Children's Story.,,Yes,,Negative
174,Home & Kitchen,Vacuum Cleaner,U8799,Great!,Exceeded my expectations! Great Vacuum Cleaner.,4,No,24,Positive
647,Beauty,,U6965,Okay,Decent Shampoo for the price point.,,Yes,45,Positive
51,Home & Kitchen,Air Fryer,U2009,Not good,Decent Air Fryer for the price point.,3,No,36,Neutral
,Books,Fiction Novel,U3289,Loved it,"Not worth the money, poor quality Fiction Novel.",1,Yes,48,
86,Books,Fiction Novel,U4723,Okay,"The Fiction Novel is amazing, I love it!",1,Yes,14,Negative
707,Fashion,Handbag,U3412,Great!,"Not worth the money, poor quality Handbag.",2,No,23,Negative
1395,Electronics,Smartwatch,U5333,,Decent Smartwatch for the price point.,3,No,9,Neutral
400,Books,Fiction Novel,U8151,Not good,I use this Fiction Novel every day and it’s fantastic.,3,Yes,33,Neutral
1339,Home & Kitchen,Air Fryer,U9892,Great!,Decent Air Fryer for the price point.,2,No,6,Negative
750,Beauty,Face Cream,U6997,,"Not worth the money, poor quality Face Cream.",3,No,49,Neutral
252,,T-shirt,U4071,Loved it,"The T-shirt is amazing, I love it!",4,No,31,Positive
352,,Microwave Oven,U2920,Okay,Exceeded my expectations! Great Microwave Oven.,3,No,46,Neutral
1118,Home & Kitchen,Air Fryer,U7112,Terrible,"The Air Fryer is amazing, I love it!",2,Yes,37,Negative
,Home & Kitchen,Blender,U1474,Great!,Exceeded my expectations! Great Blender.,,No,10,Positive
265,Beauty,Perfume,U9353,Terrible,Really disappointed with the Perfume.,3,No,36,Neutral
1168,Electronics,Wireless Headphones,U6306,Terrible,The Wireless Headphones stopped working after a week.,4,No,29,Positive
734,Home & Kitchen,Blender,,Great!,Decent Blender for the price point.,1,Yes,15,Negative
216,Fashion,Handbag,U7791,Loved it,"The Handbag is amazing, I love it!",4,No,4,Positive
155,Beauty,Perfume,U5400,Loved it,"The Perfume is amazing, I love it!",4,No,17,Positive
1040,Home & Kitchen,Coffee Maker,U6677,Okay,Exceeded my expectations! Great Coffee Maker.,1,No,29,Negative
1126,Beauty,Lipstick,U6715,Great!,Really disappointed with the Lipstick.,1,No,31,Negative
1140,Fashion,Jacket,U8050,Great!,Exceeded my expectations! Great Jacket.,2,No,34,Negative
1099,Home & Kitchen,Vacuum Cleaner,U6752,Not good,The Vacuum Cleaner stopped working after a week.,2,Yes,38,Negative
620,Fashion,Jeans,U3734,Great!,Exceeded my expectations! Great Jeans.,3,No,41,Neutral
845,,Shampoo,U8196,Loved it,Exceeded my expectations! Great Shampoo.,5,No,2,Positive
1304,Beauty,Shampoo,U9808,Okay,"The Shampoo is amazing, I love it!",5,,29,Positive
1164,Books,Children's Story,U4565,Great!,The Children's Story stopped working after a week.,2,No,33,Negative
801,Fashion,Jacket,U2373,Terrible,Decent Jacket for the price point.,2,,24,Negative
502,Home & Kitchen,Air Fryer,U4195,Great!,Decent Air Fryer for the price point.,1,No,41,Negative
1435,Electronics,Smartphone,U3541,Not good,"Not worth the money, poor quality Smartphone.",1,Yes,19,Negative
982,Electronics,Smartwatch,U6894,Loved it,Exceeded my expectations! Great Smartwatch.,1,No,18,Negative
1134,Books,Children's Story,U9076,Terrible,"The Children's Story is amazing, I love it!",5,,35,Positive
1497,,Vacuum Cleaner,U8326,Okay,I use this Vacuum Cleaner every day and it’s fantastic.,,No,50,
304,Beauty,Hair Dryer,U8308,Great!,"The Hair Dryer is amazing, I love it!",2,Yes,2,
571,Fashion,Handbag,U1841,Loved it,The Handbag stopped working after a week.,3,No,5,
649,Home & Kitchen,Coffee Maker,U3684,Great!,"Not worth the money, poor quality Coffee Maker.",2,Yes,48,Negative
1073,,Hair Dryer,U3484,Not good,"The Hair Dryer works okay, but could be better.",5,No,7,Positive
1443,Fashion,Handbag,U2638,Not good,"Not worth the money, poor quality Handbag.",2,No,3,Negative
751,Books,Biography,U5811,Terrible,"The Biography works okay, but could be better.",1,Yes,17,Negative
155,Beauty,Perfume,U5400,Loved it,"The Perfume is amazing, I love it!",4,No,17,Positive
55,Electronics,Smartphone,U4448,Okay,"The Smartphone is amazing, I love it!",4,Yes,30,Positive
1096,Books,Biography,U6626,Terrible,"The Biography is amazing, I love it!",3,No,45,Neutral
157,Beauty,Face Cream,U4737,Okay,"The Face Cream works okay, but could be better.",4,Yes,18,Positive
1331,Beauty,Face Cream,U2819,Okay,Decent Face Cream for the price point.,3,No,8,Neutral
1076,Fashion,,U7595,Loved it,The Jacket stopped working after a week.,4,No,24,Positive
1286,Beauty,,U1305,Terrible,Really disappointed with the Perfume.,2,No,13,Negative
1226,Home & Kitchen,Blender,U2445,Not good,Decent Blender for the price point.,2,No,15,Negative
780,Home & Kitchen,Coffee Maker,U3328,Great!,The Coffee Maker stopped working after a week.,5,No,43,Positive
1212,Books,Cookbook,U5034,Terrible,Exceeded my expectations! Great Cookbook.,1,No,31,Negative
767,Beauty,Perfume,U1281,Not good,"The Perfume works okay, but could be better.",3,Yes,43,Neutral
149,Beauty,Hair Dryer,U2976,Not good,Really disappointed with the Hair Dryer.,2,,2,Negative
345,Books,Cookbook,U1862,Not good,"The Cookbook works okay, but could be better.",3,No,18,Neutral
689,Home & Kitchen,Coffee Maker,U8558,Not good,I use this Coffee Maker every day and it’s fantastic.,2,No,32,Negative
1245,Home & Kitchen,Coffee Maker,U4715,Loved it,The Coffee Maker stopped working after a week.,1,No,32,Negative
618,,Biography,U2041,Loved it,"The Biography works okay, but could be better.",3,No,47,Neutral
1083,Beauty,Shampoo,U9869,Not good,I use this Shampoo every day and it’s fantastic.,4,Yes,23,Positive
1477,Fashion,T-shirt,U6016,Not good,Exceeded my expectations! Great T-shirt.,3,Yes,22,Neutral
578,Books,Biography,U6238,Great!,"The Biography works okay, but could be better.",1,Yes,39,Negative
793,Electronics,Smartphone,U9966,Great!,Exceeded my expectations! Great Smartphone.,5,Yes,47,Positive
1,Electronics,Laptop,U7331,Terrible,Really disappointed with the Laptop.,4,Yes,20,
705,,Bluetooth Speaker,U7057,Not good,Really disappointed with the Bluetooth Speaker.,1,Yes,23,
1365,Fashion,Sneakers,U9149,Terrible,Really disappointed with the Sneakers.,1,Yes,38,Negative
570,Electronics,Bluetooth Speaker,U8330,Okay,Decent Bluetooth Speaker for the price point.,2,No,35,Negative
1304,Beauty,Shampoo,U9808,Okay,"The Shampoo is amazing, I love it!",5,Yes,29,Positive
1314,Electronics,Laptop,U3360,Not good,I use this Laptop every day and it’s fantastic.,4,Yes,45,Positive
1320,Fashion,Sneakers,U2294,Great!,"The Sneakers works okay, but could be better.",5,No,26,Positive
